# Double Metaphone keys, as Lawrence Philips' reference C++ produces them.
#
# One word per line: the word, a tab, then its keys separated by a comma --
# the primary first, and the alternate after it when the spelling is
# ambiguous enough to have one. A word with no Latin letters has no keys and
# is not listed.
#
# Generated by compiling the reference implementation -- the 2000 C/C++ Users
# Journal algorithm, in the widely mirrored `double_metaphone.cc` -- and
# feeding it the list below, which is the words Philips' own rule comments
# name, the transliteration variant groups these lists actually publish, the
# names in spec/fixtures, and every hundredth word of the system dictionary
# for breadth. Regenerating it means compiling that source again; nothing in
# this repository produces these values, which is the point of them.
#
# The implementation was checked against the same reference over all 235,974
# alphabetic words of /usr/share/dict/words and agreed on every one; this
# file is the part of that check a spec can carry.
antipersonnel	ANTPRSNL
antipruritic	ANTPRRTK
antiscale	ANTSKL
antisudorific	ANTSTRFK
antivenin	ANTFNN
anus	ANS
aparthrosis	APR0RSS,APRTRSS
aphelops	AFLPS
apiales	APLS
apneic	APNK
apograph	APKRF
aporetic	APRTK
apotropaic	APTRPK
appendorontgenography	APNTRNTJNKRF,APNTRNTKNKRF
apport	APRT
approvedness	APRFTNS
apyrous	APRS
arabinic	ARPNK
aranyaka	ARNK
arbuscula	ARPSKL
archchronicler	ARXXRNKLR,ARKKRNKLR
archfool	ARXFL,ARKFL
archispermae	ARXSPRM,ARKSPRM
archprelatical	ARXPRLTKL,ARKPRLTKL
arctosis	ARKTSS
areolate	ARLT
argo	ARK
arillated	ARLTT
arles	ARLS
arnold	ARNLT
arretine	ARTN
arsenobenzene	ARSNPNSN
arteriopressor	ARTRPRSR
arthropterous	AR0RPTRS,ARTRPTRS
artotype	ARTTP
ascaridae	ASKRT
ascophorous	ASKFRS
ashrafi	AXRF
aspectual	ASPKTL
asplenieae	ASPLN
assertorily	ASRTRL
associationism	ASSXNSM,ASXXNSM
asterales	ASTRLS
astraddle	ASTRTL
astronomy	ASTRNM
atafter	ATFTR
athematic	A0MTK,ATMTK
atlantides	ATLNTTS
atop	ATP
attachment	ATKMNT
attitudinizer	ATTTNSR
audile	ATL
aulophyte	ALFT
auriform	ARFRM
australorp	ASTRLRP
autoanticomplement	ATNTKMPLMNT
autodiagnosis	ATTNSS,ATTKNSS
autoist	ATST
autophotoelectric	ATFTLKTRK
autosuggestibility	ATSKSTPLT
auxoamylase	AKSMLS
averruncation	AFRNKXN
avondbloem	AFNTPLM
awiwi	A
axonal	AKSNL
azocyclic	ASSKLK
azygospore	ASKSPR
babuism	PPSM
bacilligenic	PSLJNK,PSLKNK
backslapping	PKSLPNK
bacterioidal	PKTRTL
badminton	PTMNTN
bahmani	PMN
bakerly	PKRL
balao	PL
balladmonger	PLTMNKR,PLTMNJR
balonea	PLN
bananist	PNNST
bangia	PNJ,PNK
banty	PNT
barbet	PRPT
bargelike	PRJLK,PRKLK
barogram	PRKRM
barrier	PR,PRR
basaree	PSR
basilica	PSLK
bassaris	PSRS
bathochromy	P0KRM,PTKRM
batta	PT
bawdry	PTR
beady	PT
bearwort	PRRT
bebed	PPT
becoresh	PKRX
bedirt	PTRT
beechdrops	PXTRPS,PKTRPS
befancy	PFNS
beggarlike	PKRLK
behaviored	PHFRT
belam	PLM
belleric	PLRK
beltene	PLTN
benamidar	PNMTR
benightmare	PNTMR
benzdioxazine	PNSTKSSN
benzylidene	PNSLTN
bereaven	PRFN
berserker	PRSRKR
beshawled	PXLT
bespell	PSPL
beswelter	PSLTR
betted	PTT
bewildering	PLTRNK
biacromial	PKRML
bibliopegist	PPLPJST,PPLPKST
biconcave	PKNKF
biferous	PFRS
bigwigged	PKKT
bilithon	PL0N,PLTN
bimaxillary	PMKSLR
binucleated	PNKLTT
bionomy	PNM
bipeltate	PPLTT
birdy	PRT
bisexualism	PSKSLSM
bitable	PTPL
bivariant	PFRNT
blackit	PLKT
blancmange	PLNKMNJ,PLNKMNK
blastomycotic	PLSTMKTK
bleaty	PLT
blepharoncus	PLFRNKS
blistery	PLSTR
bloodletting	PLTLTNK
blowings	PLNKS
bluism	PLSM
boatful	PTFL
bodge	PJ
bogydom	PJTM,PKTM
bologna	PLN,PLKN
bon	PN
bonny	PN
bookwards	PKRTS
borable	PRPL
borofluohydric	PRFLHTRK
bossing	PSNK
bottekin	PTKN
boundly	PNTL
boweryish	PRX
brabanter	PRPNTR
brachyglossal	PRKKLSL
bradyphagia	PRTFJ,PRTFK
brainsickly	PRNSKL
branded	PRNTT
braver	PRFR
breakover	PRKFR
breithauptite	PR0PTT,PRTPTT
brickhood	PRKT
brierwood	PRRT
brissotine	PRSTN
brockage	PRKJ,PRKK
bromlite	PRMLT
bronchorrhea	PRNXR,PRNKR
brosimum	PRSMM
brumal	PRML
bryology	PRLJ,PRLK
bucked	PKT
budmash	PTMX
bulbilis	PLPLS
bullheadedly	PLTTL
bumpiness	PMPNS
buoyancy	PNS
burgus	PRKS
burseed	PRST
bustler	PSTLR
butterweed	PTRT
byeman	PMN
cabalism	KPLSM
cachet	KXT,KKT
cacostomia	KKSTM
caducary	KTKR
cagily	KJL,KKL
calamariaceae	KLMRS
calcifuge	KLSFJ,KLSFK
calfhood	KLFT
calliophone	KLFN
calotypic	KLTPK
calyptrate	KLPTRT
cameration	KMRXN
camphoronic	KMFRNK
canari	KNR
candleshine	KNTLXN
cannabinol	KNPNL
cantar	KNTR
capaciously	KPSSL,KPXSL
capitolian	KPTLN
capromys	KPRMS
carabus	KRPS
carbinyl	KRPNL
carburize	KRPRS
cardinalist	KRTNLST
cardooer	KRTR
cariniform	KRNFRM
carniferrin	KRNFRN
carphiophiops	KRFFPS
carrousel	KRSL
carwitchet	KRXT
cashgirl	KXJRL,KXKRL
castanospermum	KSTNSPRMM
catachrestic	KTKRSTK
cataphasia	KTFS,KTFX
cate	KT
cathead	K0T,KTT
catoptrics	KTPTRKS
cauliculus	KLKLS
cavae	KF
cebian	SPN
celeomorphic	SLMRFK
cellulated	SLLTT
cenotaph	SNTF
centistere	SNTSTR
centurial	SNTRL
cephalopodous	SFLPTS
ceratopteridaceae	SRTPTRTS
cerebromeningitis	SRPRMNNJTS,SRPRMNNKTS
cerris	SRS
cessavit	SSFT
chacte	XKT
chaiseless	XSLS
chalkstony	XLKSTN
chamomilla	XMML,XMM
channeler	XNLR
characeous	KRSS
charlatanship	XRLTNXP
chasteweed	XSTT
chayaroot	XRT
cheerfulness	XRFLNS
chello	XL
chemurgy	KMRJ,KMRK
chevesaile	XFSL
chicot	XKT
chilicothe	XLK0,XLKT
chincha	XNX,XNK
chirognomy	XRNM,XRKNM
chitinous	XTNS
chlorion	KLRN
chloryl	KLRL
cholecystocolostomy	XLSSTKLSTM
cholterheaded	XLTRTT
chondrotomy	XNTRTM
chorioepithelioma	KRP0LM,KRPTLM
chreotechnics	KRTKNKS
chromatin	KRMTN
chromolithographer	KRML0KRFR,KRMLTKRFR
chronometer	KRNMTR
chrysophilist	KRSFLST
churchanity	XRXNT,XRKNT
chymic	KMK
cigar	SKR
cine	SN
cippus	SPS
circumesophagal	SRKMSFKL
circumstantial	SRKMSTNXL
cisterna	SSTRN
civetone	SFTN
clam	KLM
clarifiant	KLRFNT
claudicant	KLTKNT
clayweed	KLT
clematis	KLMTS
clifflet	KLFLT
clinohumite	KLNHMT
cloakmaker	KLKMKR
closefistedness	KLSFSTTNS
clownship	KLNXP
clypeastridea	KLPSTRT
coadjuvant	KTJFNT
coapprentice	KPRNTS
cobblerless	KPLRLS
coccogonium	KKKNM
cockeye	KK
coctoprecipitin	KKTPRSPTN
coelanaglyphic	KLNKLFK
coenobe	KNP
cofeature	KFTR
cognomination	KNMNXN,KKNMNXN
coindicant	KNTKNT
cole	KL
collare	KLR
collier	KL,KLR
collybia	KLP
colorature	KLRTR
colubriformia	KLPRFRM
combatively	KMPTFL
comforting	KMFRTNK
commensalistic	KMNSLSTK
commoditable	KMTTPL
comose	KMS
compendiously	KMPNTSL
complexively	KMPLKSFL
comprehense	KMPRHNS
conacaste	KNKST
concerted	KNSRTT
conclusiveness	KNKLSFNS
condensable	KNTNSPL
conduplication	KNTPLKXN
confessionist	KNFSNST
conformate	KNFRMT
conglutinative	KNKLTNTF
coniroster	KNRSTR
connectival	KNKTFL
consciencewise	KNSNSS
consideratively	KNSTRTFL
conspirative	KNSPRTF
consubstantial	KNSPSTNXL
contemperate	KNTMPRT
contingentness	KNTNJNTNS,KNTNKNTNS
contradictiously	KNTRTKTSL
contravindication	KNTRFNTKXN
convect	KNFKT
conveyer	KNFR
cookroom	KKRM
copelate	KPLT
coprincipal	KPRNSPL
coracial	KRSL,KRXL
corder	KRTR
corgi	KRJ,KRK
cornettist	KRNTST
coronership	KRNRXP
correctively	KRKTFL
corruption	KRPXN
corydon	KRTN
cosmogenetic	KSMJNTK,KSMKNTK
costing	KSTNK
cotingidae	KTNJT,KTNKT
couchancy	KXNS,KKNS
counterargue	KNTRRK
counterentry	KNTRNTR
countermount	KNTRMNT
counterreligion	KNTRLJN,KNTRLKN
countertrippant	KNTRTRPNT
courtcraft	KRTKRFT
covertness	KFRTNS
coxalgia	KKSLJ,KKSLK
crackling	KRKLNK
craniad	KRNT
crapulous	KRPLS
crazy	KRS
creditably	KRTTPL
creole	KRL
cretinize	KRTNS
crimpness	KRMPNS
criterium	KRTRM
croneberry	KRNPR
crosslet	KRSLT
crowbill	KRPL
crumbliness	KRMPLNS
cryesthesia	KRS0S,KRSTX
cryptographically	KRPTKRFKL
crystallose	KRSTLS
cubmaster	KPMSTR
cuittikin	KTKN
culverfoot	KLFRFT
cuneiformist	KNFRMST
curacao	KRK
curlily	KRLL
curucucu	KRKK
custody	KSTT
cyanate	SNT
cyathus	S0S,STS
cyclonometer	SKLNMTR
cylindrella	SLNTRL
cynias	SNS
cyprinoidean	SPRNTN
cystoepiplocele	SSTPPLSL
cytogenic	STJNK,STKNK
dabbler	TPLR
dactylosymphysis	TKTLSMFSS
daidle	TTL
damara	TMR
danceress	TNSRS
danziger	TNSJR,TNSKR
darned	TRNT
dasyus	TSS
dawdle	TTL
deadheadism	TTTSM
deash	TX
debonaire	TPNR
decanically	TKNKL
decembrist	TSMPRST
deciliter	TSLTR
decoct	TKKT
decreement	TKRMNT
deditician	TTTSN,TTTXN
defeasibility	TFSPLT
define	TFN
defrock	TFRK
dehonestation	THNSTXN
dejecture	TJKTR
delicious	TLSS,TLXS
delsartean	TLSRTN
demethylate	TM0LT,TMTLT
demioctangular	TMKTNKLR
demographer	TMKRFR
demulcent	TMLSNT
dene	TN
dentatocillitate	TNTTSLTT
deontological	TNTLJKL,TNTLKKL
dephosphorize	TFSFRS
deprecation	TPRKXN
derby	TRP
dermatomuscular	TRMTMSKLR
dern	TRN
deseret	TSRT
desistance	TSSTNS
despect	TSPKT
desubstantiate	TSPSTNXT
determinism	TTRMNSM
deuteroglobulose	TTRKLPLS
deviled	TFLT
dew	T,TF
dha	T
diacope	TKP
dialing	TLNK
dianoetically	TNTKL
diaspora	TSPR
dib	TP
dichotomically	TXTMKL,TKTMKL
dictyogen	TKTJN,TKTKN
didymium	TTMM
diffidently	TFTNTL
digitinervate	TJTNRFT,TKTNRFT
dikaryon	TKRN
dilutedness	TLTTNS
dimple	TMPL
dinotherian	TN0RN,TNTRN
diotocardia	TTKRT
diplocephalous	TPLSFLS
dipole	TPL
dirgelike	TRJLK,TRKLK
disanimal	TSNML
disburden	TSPRTN
discoblastic	TSKPLSTK
disconsolateness	TSKNSLTNS
discrepate	TSKPT
disembitter	TSMPTR
disfigure	TSFKR
dishexecontahedroid	TXKSKNTHTRT
disintegratory	TSNTKRTR
dismemberer	TSMMPRR
dispel	TSPL
disponent	TSPNNT
disquietude	TSKTT
disseminule	TSMNL
dissolving	TSLFNK
distinguishably	TSTNKXPL
disulphonic	TSLFNK
diuranate	TRNT
dividingly	TFTNKL
dob	TP
documentarily	TKMNTRL
dogdom	TKTM
dolcino	TLSN
dolorousness	TLRSNS
donatee	TNT
doormaid	TRMT
dorsalmost	TRSLMST
dossman	TSMN
doughboy	TP
downfallen	TNFLN
doxy	TKS
dragonfish	TRKNFX
draughtswoman	TRFTSMN
dreamtide	TRMTT
drillman	TRLMN
drool	TRL
drum	TRM
dualmutef	TLMTF
dudine	TTN
dully	TL
dunkard	TNKRT
duplicidentate	TPLSTNTT
dustuck	TSTK
dynamism	TNMSM
dysgraphia	TSKRF
eaglelike	AKLLK
earwig	ARK
ebullition	APLXN
echinid	AXNT,AKNT
ecole	AKL
ectoenzyme	AKTNSM
edaphosaurus	ATFSRS
edriophthalmatous	ATRF0LMTS,ATRFTLMTS
effeminateness	AFMNTNS
eggcup	AKKP
eidolon	ATLN
elaeococca	ALKK
elbowy	ALP
electrocardiographic	ALKTRKRTKRFK
electrolytical	ALKTRLTKL
electrostatic	ALKTRSTTK
elenchic	ALNXK,ALNKK
elide	ALT
elohistic	ALHSTK
elytrorrhaphy	ALTRRF
embiggen	AMPKN
embreathe	AMPR0,AMPRT
emersion	AMRSN,AMRXN
empall	AMPL
empurple	AMPRPL
enantiomeride	ANNTMRT
encephalorrhagia	ANSFLRJ,ANSFLRK
encore	ANKR
endbrain	ANTPRN
endocrinologist	ANTKRNLJST,ANTKRNLKST
endophytous	ANTFTS
endothermous	ANT0RMS,ANTTRMS
enflesh	ANFLX
engold	ANKLT
enigmatist	ANKMTST
enneastyle	ANSTL
ensand	ANSNT
entangle	ANTNKL
enteropexia	ANTRPKS
entocoele	ANTKL
entozoa	ANTS
envier	ANF,ANFR
epagomenic	APKMNK
ephemerist	AFMRST
epicleidian	APKLTN
epididymectomy	APTTMKTM
epileptically	APLPTKL
epiplasmic	APPLSMK
epistemophilia	APSTMFL
epitheton	AP0TN,APTTN
epulotic	APLTK
equilibria	AKLPR
equitriangular	AKTRNKLR
eremurus	ARMRS
eridanid	ARTNT
erpetoichthys	ARPTK0S,ARPTKTS
erythematous	AR0MTS,ARTMTS
escalin	ASKLN
esocataphoria	ASKTFR
esquamulose	ASKMLS
esthesiography	AS0SKRF,ASTXKRF
ethane	A0N,ATN
ethnical	A0NKL,ATNKL
etruscology	ATRSKLJ,ATRSKLK
eucryphiaceae	AKRFS
eulogistically	ALJSTKL,ALKSTKL
euphoniously	AFNSL
euryhaline	ARHLN
evacuant	AFKNT
evenhandedly	AFNNTTL
evilmouthed	AFLM0T,AFLMTT
exalbuminose	AKSLPMNS
excel	AKSL
exclamation	AKSLMXN
excurvature	AKSRFTR
exequial	AKSKL
exiguity	AKSKT
exogenic	AKSJNK,AKSKNK
exotheca	AKS0K,AKSTK
expendability	AKSPNTPLT
expletory	AKSPLTR
expressionful	AKSPRSNFL
extant	AKSTNT
extinguish	AKSTNKX
extraequilibrium	AKSTRKLPRM
extrascriptural	AKSTRSKPTRL
extrusion	AKSTRSN,AKSTRXN
eyesight	AST
facia	FS,FX
fadeaway	FT
fairly	FRL
fallenness	FLNS
fanbearer	FNPRR
faradmeter	FRTMTR
farseer	FRSR
fastigium	FSTJM,FSTKM
faucal	FKL
fay	F
febricide	FPRST
feeze	FS
felsobanyite	FLSPNT
fenite	FNT
fernlike	FRNLK
fertile	FRTL
fetor	FTR
fibrillar	FPRLR
fibrosis	FPRSS
fidepromission	FTPRMSN
fighter	FTR
filibeg	FLPK
filterer	FLTRR
fingerlet	FNKRLT,FNJRLT
firebrat	FRPRT
fise	FS
fissurella	FSRL
fixedly	FKSTL
flagrantly	FLKRNTL
flapdragon	FLPTRKN
flavaniline	FLFNLN
fleeciness	FLSNS
flighted	FLTT
floatless	FLTLS
floralia	FLRL
flounder	FLNTR
fluidity	FLTT
fluorotype	FLRTP
flyboy	FLP
fogman	FKMN
folkvangr	FLKFNKR
foot	FT
foraminated	FRMNTT
foreadvertise	FRTFRTS
forediscern	FRTSRN
forellenstein	FRLNSTN
foresaddle	FRSTL
foresweat	FRST
forgetness	FRKTNS
formel	FRML
forrue	FR
forworden	FRRTN
foundery	FNTR
foxtailed	FKSTLT
frampler	FRMPLR
fraternally	FRTRNL
freeholding	FRHLTNK
frequentative	FRKNTTF
friendliness	FRNTLNS
frisure	FRSR
frondivorous	FRNTFRS
frownful	FRNFL
frustrate	FRSTRT
fulgently	FLJNTL,FLKNTL
fumatory	FMTR
fungic	FNJK,FNKK
furiant	FRNT
fuscohyaline	FSKHLN
gabardine	KPRTN
gaffle	KFL
galactophorous	KLKTFRS
galidia	KLT
gallivanter	KLFNTR
galvanoscope	KLFNSKP
gaminess	KMNS
gangliocyte	KNKLST,KNLST
garavance	KRFNS
garnetwork	KRNTRK
gasolineless	KSLNLS
gastrodialysis	KSTRTLSS
gastropulmonic	KSTRPLMNK
gauger	KKR,KJR
gazangabin	KSNKPN
geikia	KK,JK
gematria	JMTR,KMTR
generalissima	JNRLSM,KNRLSM
genipa	JNP,KNP
gentlepeople	JNTLPPL,KNTLPPL
geognostical	JNSTKL,KKNSTKL
geopolar	JPLR,KPLR
gerberia	KRPR,JRPR
geromorphism	KRMRFSM,JRMRFSM
geta	KT
ghoul	KL
gigantic	JKNTK,KKNTK
gillotype	KLTP,JLTP
gio	J,K
gizz	JS,KS
glamorously	KLMRSL
glaucophane	KLKFN
glimmerous	KLMRS,LMRS
glockenspiel	KLKNSPL
glossoepiglottidean	KLSPKLTTN
glucofrangulin	KLKFRNKLN
gluttonousness	KLTNSNS
glyptic	KLPTK
gnomologic	NMLJK,NMLKK
gobinist	KPNST
gogga	KK
goliardic	KLRTK
gonidiferous	KNTFRS
goodness	KTNS
gorgeable	KRJPL,KRKPL
gossoon	KSN
gowked	KKT
graduator	KRTTR
gramophone	KRMFN
granivorous	KRNFRS
graphitoidal	KRFTTL
gratifiedly	KRTFTL
grayling	KRLNK
greenhew	KRN,KRNF
grenelle	KRNL
grimness	KRMNS
grizzle	KRSL
grothite	KR0T,KRTT
growthless	KR0LS,KRTLS
gruntling	KRNTLNK
guarded	KRTT
guerdoner	KRTNR
guillevat	KLFT
gumdigging	KMTKNK
gunter	KNTR
guttera	KTR
gymnoblastea	KMNPLST,JMNPLST
gynecomania	KNKMN,JNKMN
gyrencephalous	KRNSFLS,JRNSFLS
habitacle	HPTKL
haec	HK
hagiocracy	HJKRS,HKKRS
hairwork	HRRK
haliplidae	HLPLT
haloxene	HLKSN
hammeringly	HMRNKL
handkercher	HNTKRXR,HNTKRKR
hannibal	HNPL
harangueful	HRNKFL
haricot	HRKT
harpoon	HRPN
hassium	HSM
hauberget	HPRKT
hawfinch	HFNX,HFNK
headchair	HTXR,HTKR
healthfully	HL0FL,HLTFL
heartwise	HRTS
hebephrenia	HPFRN
hedgeberry	HJPR
heii	H
heliocentrical	HLSNTRKL
helladotherium	HLT0RM,HLTTRM
helonin	HLNN
hematite	HMTT
hemautographic	HMTKRFK
hemidrachm	HMTRKM
hemiprism	HMPRSM
hemodynamic	HMTNMK
hemotoxin	HMTKSN
hepaticologist	HPTKLJST,HPTKLKST
heptameter	HPTMTR
herbartianism	HRPRXNSM
herero	HRR
hernandia	HRNNT
hersed	HRST
heterocarpous	HTRKRPS
heterogenist	HTRJNST,HTRKNST
heterophasia	HTRFS,HTRFX
heterotropia	HTRTRP
hexagynia	HKSKN,HKSJN
hexicological	HKSKLJKL,HKSKLKKL
hideosity	HTST
higglery	HKLR
himantopus	HMNTPS
hippidium	HPTM
hippuritoid	HPRTT
histodiagnosis	HSTTNSS,HSTTKNSS
histrionicism	HSTRNSSM
hobnailed	HPNLT
hoistman	HSTMN
holoblastically	HLPLSTKL
holosomatous	HLSMTS
homeoblastic	HMPLSTK
hominy	HMN
homoerotism	HMRTSM
homopetalous	HMPTLS
honeybee	HNP
hoofiness	HFNS
hoplocephalus	HPLSFLS
hornfels	HRNFLS
horsedom	HRSTM
hospitalize	HSPTLS
hourful	HRFL
how	H,HF
hudibrastically	HTPRSTKL
humanitary	HMNTR
hummie	HM
huntable	HNTPL
hushedly	HXTL
hyaloiditis	HLTTS
hydrargyric	HTRRJRK,HTRRKRK
hydroceramic	HTRSRMK
hydrogode	HTRKT
hydroperiod	HTRPRT
